customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
7163-OCEQI,,Male,0,,,22,,,DSL,No,No,Yes,Yes,Yes,Yes,One year,,Mailed check,78.65,1663.75,2.621666666666667
7164-BPTUT,,Male,0,,,57,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Mailed check,89.55,5012.35,2.985
7165-CNJFG,,Male,1,,,35,,,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,,Electronic check,94.55,3365.4,3.1516666666666664
7167-PCEYD,,Male,0,,,67,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.8,1311.3,0.66
7168-HDQHG,,Female,0,,,36,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),19.2,702.9,0.64
7169-YWAMK,,Male,0,,,72,,,DSL,Yes,Yes,No,Yes,Yes,No,Two year,,Bank transfer (automatic),68.4,4855.35,2.2800000000000002
7173-TETGO,,Female,1,,,72,,,Fiber optic,Yes,No,No,No,No,No,Two year,,Bank transfer (automatic),78.5,5602.25,2.6166666666666667
7175-NTIXE,,Female,0,,,25,,,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),76.15,1992.95,2.5383333333333336
7176-WIONM,,Female,0,,,12,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),49.85,617.15,1.6616666666666666
7176-WRTNX,,Male,0,,,70,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),114.95,7711.25,3.8316666666666666
7180-PISOG,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.5,74.5,2.4833333333333334
7181-BQYBV,,Female,0,,,1,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,102.45,102.45,3.415
7181-OQCUT,,Male,0,,,21,,,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,,Mailed check,103.85,2215,3.4616666666666664
7182-OVLBJ,,Female,0,,,62,,,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,,Bank transfer (automatic),101.15,6638.35,3.371666666666667
7184-LRUUR,,Female,0,,,22,,,DSL,No,Yes,Yes,No,Yes,No,One year,,Bank transfer (automatic),65.25,1441.8,2.175
7188-CBBBA,,Female,0,,,65,,,Fiber optic,No,Yes,Yes,No,Yes,No,One year,,Electronic check,95.5,6153.85,3.183333333333333
7190-XHTWJ,,Female,0,,,38,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.3,755.5,0.6433333333333333
7191-ADRGF,,Male,0,,,44,,,DSL,No,Yes,Yes,No,Yes,Yes,Two year,,Bank transfer (automatic),54.3,2390.45,1.8099999999999998
7196-LIWRH,,Female,0,,,6,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.55,124.45,0.6516666666666667
7197-VOJMM,,Male,0,,,67,,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,,Credit card (automatic),69.2,4671.65,2.3066666666666666
7198-GLXTC,,Male,0,,,2,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,79.0,143.65,2.6333333333333333
7203-OYKCT,,Male,0,,,72,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,104.95,7544.3,3.4983333333333335
7205-BAIAD,,Female,0,,,40,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.6,827.3,0.6866666666666668
7206-GZCDC,,Female,1,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.25,69.25,2.308333333333333
7206-PQBBZ,,Male,1,,,11,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.2,834.7,2.3400000000000003
7207-RMRDB,,Female,0,,,65,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,105.5,6985.65,3.5166666666666666
7208-PSIHR,,Female,0,,,70,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),104.3,7188.5,3.4766666666666666
7209-JCUDS,,Male,0,,,10,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,94.9,1048.85,3.1633333333333336
7216-EWTRS,,Female,1,,,1,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,100.8,100.8,3.36
7216-KAOID,,Male,0,,,41,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.5,798.2,0.65
7217-JYHOQ,,Male,0,,,24,,,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,,Credit card (automatic),70.3,1706.45,2.3433333333333333
7218-HKQFK,,Male,0,,,2,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Electronic check,94.2,167.5,3.14
7219-TLZHO,,Female,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.85,62.9,0.6950000000000001
7225-CBZPL,,Male,1,,,17,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,94.8,1563.9,3.1599999999999997
7225-IILWY,,Male,0,,,68,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,25.75,1686.15,0.8583333333333333
7228-OMTPN,,Male,0,,,4,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,88.45,370.65,2.9483333333333333
7228-PAQPD,,Female,0,,,14,,,DSL,No,No,No,Yes,No,Yes,One year,,Credit card (automatic),59.1,772.85,1.97
7233-DRTRF,,Male,0,,,63,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,102.4,6444.05,3.4133333333333336
7233-IOQNP,,Female,0,,,43,,,DSL,Yes,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),34.0,1505.35,1.1333333333333333
7233-PAHHL,,Male,0,,,66,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Mailed check,84.0,5714.25,2.8
7234-FECYN,,Female,1,,,8,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,101.35,780.5,3.378333333333333
7234-KMNRQ,,Male,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.0,73.45,0.6333333333333333
7235-NXZCP,,Male,1,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,74.85,156.4,2.4949999999999997
7239-HZZCX,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.75,19.75,0.6583333333333333
7240-ETPTR,,Female,0,,,9,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,48.75,442.2,1.625
7240-FQLHE,,Female,1,,,18,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),99.75,1836.25,3.325
7241-AJHFS,,Male,0,,,32,,,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),87.65,2766.4,2.921666666666667
7242-EDTYC,,Male,0,,,44,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.55,819.95,0.6516666666666667
7242-QZLXF,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,25.3,25.3,0.8433333333333334
7243-LCGGZ,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.9,20.9,0.6966666666666667
7244-KXYZN,,Female,0,,,24,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),20.45,527.35,0.6816666666666666
7244-QWYHG,,Male,0,,,50,,,DSL,Yes,No,No,Yes,Yes,No,One year,,Bank transfer (automatic),44.45,2188.45,1.4816666666666667
7245-JMTTQ,,Female,0,,,51,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,,Electronic check,111.5,5703.25,3.716666666666667
7245-NIIWQ,,Female,0,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.85,199.85,2.328333333333333
7246-ZGQDF,,Female,0,,,1,,,DSL,Yes,No,No,Yes,No,No,Month-to-month,,Electronic check,54.5,54.5,1.8166666666666667
7247-XOZPB,,Male,0,,,53,,,DSL,Yes,No,Yes,Yes,Yes,No,One year,,Bank transfer (automatic),77.4,4155.95,2.58
7248-VZQLC,,Female,1,,,47,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Bank transfer (automatic),85.2,3969.35,2.8400000000000003
7249-WBIYX,,Male,0,,,10,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,85.6,813.85,2.853333333333333
7250-EQKIY,,Female,0,,,1,,,DSL,No,No,Yes,No,No,No,Month-to-month,,Mailed check,50.45,50.45,1.6816666666666669
7251-LJBQN,,Female,1,,,40,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,,Credit card (automatic),103.75,4188.4,3.4583333333333335
7251-XFOIL,,Female,0,,,61,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Mailed check,89.2,5500.6,2.9733333333333336
7252-NTGSS,,Female,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,45.15,45.15,1.505
7253-UVNDW,,Female,0,,,46,,,DSL,No,No,Yes,Yes,No,No,Two year,,Credit card (automatic),54.35,2460.15,1.8116666666666668
7254-IQWOZ,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.65,69.65,2.3216666666666668
7255-SSFBC,,Male,0,,,72,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),112.25,8041.65,3.7416666666666667
7266-GSSJX,,Male,0,,,11,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,20.45,250.8,0.6816666666666666
7267-FRMJW,,Female,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.1,486.05,0.67
7268-IGMFD,,Male,1,,,18,,,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,,Bank transfer (automatic),93.9,1743.9,3.1300000000000003
7268-WNTCP,,Male,0,,,62,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.45,1297.35,0.6816666666666666
7269-JISCY,,Female,0,,,55,,,DSL,No,No,No,No,No,No,One year,,Bank transfer (automatic),45.05,2462.6,1.5016666666666665
7270-BDIOA,,Female,0,,,22,,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,90.0,1993.8,3.0
7271-AJDTL,,Female,0,,,55,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),94.45,5073.1,3.1483333333333334
7272-QDCKA,,Male,0,,,28,,,Fiber optic,No,Yes,No,No,Yes,Yes,One year,,Electronic check,100.2,2688.45,3.3400000000000003
7273-TEFQD,,Male,1,,,3,,,DSL,No,No,Yes,No,No,Yes,Month-to-month,,Electronic check,41.15,132.2,1.3716666666666666
7274-CGTOD,,Male,0,,,62,,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,,Bank transfer (automatic),43.7,2618.3,1.4566666666666668
7274-RTAPZ,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,90.55,90.55,3.018333333333333
7277-KAMWT,,Male,0,,,13,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),20.0,268.45,0.6666666666666666
7277-OZCGZ,,Female,0,,,22,,,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,,Electronic check,89.05,1886.25,2.9683333333333333
7278-CKDNC,,Male,1,,,24,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,80.5,2088.45,2.683333333333333
7278-VXADF,,Male,1,,,16,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Credit card (automatic),85.05,1391.15,2.835
7279-BUYWN,,Female,1,,,41,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,,Electronic check,113.2,4689.5,3.7733333333333334
7279-NMVJC,,Female,0,,,17,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.9,323.15,0.6633333333333333
7284-BUYEC,,Female,0,,,5,,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,,Credit card (automatic),50.95,229.4,1.6983333333333335
7284-ZZLOH,,Male,0,,,45,,,DSL,Yes,No,Yes,No,No,No,Two year,,Credit card (automatic),53.3,2296.25,1.7766666666666666
7285-KLOTR,,Female,0,,,12,,,DSL,Yes,No,Yes,No,Yes,Yes,One year,,Electronic check,78.85,876.75,2.628333333333333
7291-CDTMJ,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),19.65,19.65,0.6549999999999999
7293-LSCDV,,Female,0,,,60,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.25,1103.25,0.6416666666666667
7294-TMAOP,,Female,0,,,1,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,90.55,90.55,3.018333333333333
7295-EXSMO,,Female,1,,,3,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Mailed check,75.05,202.9,2.5016666666666665
7295-JOMMD,,Female,0,,,4,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),98.1,396.3,3.27
7296-PIXQY,,Female,0,,,14,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.2,1046.5,2.3400000000000003
7297-DVYGA,,Female,0,,,51,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.85,996.95,0.6616666666666667
7298-IZWLY,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.4,19.4,0.6466666666666666
7299-GNVPL,,Female,0,,,23,,,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,,Mailed check,84.4,1936.85,2.8133333333333335
7301-ABVAD,,Female,0,,,72,,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),86.6,6350.5,2.8866666666666663
7302-ZHMHP,,Female,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.15,19.15,0.6383333333333333
7305-PAPOZ,,Female,1,,,31,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.85,2633.4,2.828333333333333
7305-ZWMAJ,,Male,0,,,30,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),20.7,587.1,0.69
7306-YDSOI,,Male,0,,,69,,,DSL,Yes,Yes,Yes,No,No,No,Two year,,Bank transfer (automatic),59.75,4069.9,1.9916666666666667
7310-EGVHZ,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),20.2,20.2,0.6733333333333333
7311-MQJCH,,Female,0,,,5,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,19.55,99.6,0.6516666666666667
7312-XSBAT,,Male,0,,,1,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,49.75,49.75,1.6583333333333334
7314-OXENN,,Male,0,,,2,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Electronic check,82.0,184.65,2.7333333333333334
7315-WYOAW,,Male,0,,,13,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Electronic check,100.75,1313.25,3.3583333333333334
7317-GGVPB,,Male,0,,,71,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),108.6,7690.9,3.6199999999999997
7318-EIVKO,,Male,0,,,8,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,59.25,436.6,1.975
7319-VENRZ,,Male,0,,,7,,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,,Bank transfer (automatic),64.3,445.95,2.143333333333333
7319-ZNRTR,,Male,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,19.6,411.15,0.6533333333333334
7321-KKSDU,,Male,0,,,32,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.5,696.8,0.6833333333333333
7321-PKUYW,,Female,0,,,11,,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,90.15,987.95,3.0050000000000003
7321-VGNKU,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.35,120.25,2.3449999999999998
7321-ZNSLA,,Male,0,,,13,,,DSL,Yes,Yes,No,Yes,No,No,Two year,,Mailed check,40.55,590.35,1.3516666666666666
7322-OCWHC,,Male,1,,,72,,,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,,Bank transfer (automatic),93.05,6735.05,3.1016666666666666
7325-ENZFI,,Female,0,,,39,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Bank transfer (automatic),40.3,1630.4,1.3433333333333333
7326-RIGQZ,,Male,0,,,6,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.8,377.85,2.3266666666666667
7328-OWMOM,,Female,0,,,31,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),20.1,589.25,0.67
7328-ZJAJO,,Female,0,,,59,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.5,1222.65,0.65
7330-WZLNC,,Female,0,,,5,,,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,,Electronic check,90.8,455.5,3.0266666666666664
7336-RLLRH,,Male,0,,,27,,,DSL,Yes,No,No,Yes,Yes,Yes,One year,,Mailed check,80.85,2204.35,2.695
7337-CINUD,,Female,0,,,8,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.5,159.35,0.65
7338-ERIVA,,Male,0,,,39,,,DSL,Yes,No,No,Yes,Yes,No,One year,,Bank transfer (automatic),45.05,1790.6,1.5016666666666665
7339-POGZN,,Female,0,,,4,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,50.7,214.55,1.6900000000000002
7340-EBEMV,,Male,0,,,29,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Bank transfer (automatic),80.15,2265.25,2.671666666666667
7340-KEFQE,,Female,0,,,51,,,DSL,Yes,No,No,Yes,No,No,Two year,,Bank transfer (automatic),34.2,1782,1.1400000000000001
7341-LXCAF,,Male,0,,,4,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.65,301.4,2.4883333333333337
7343-EOBEU,,Male,0,,,3,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,23.6,89.05,0.7866666666666667
7346-MEDWM,,Female,0,,,59,,,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,,Electronic check,83.25,4949.1,2.775
7349-ALMUX,,Male,0,,,37,,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,,Bank transfer (automatic),65.6,2313.8,2.1866666666666665
7351-KYHQH,,Female,1,,,7,,,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,64.95,493.65,2.165
7351-MHQVU,,Female,0,,,6,,,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,,Credit card (automatic),50.95,307.6,1.6983333333333335
7353-YOWFP,,Female,0,,,7,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.25,129.15,0.675
7354-OIJLX,,Male,0,,,9,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,75.85,724.65,2.5283333333333333
7356-AYNJP,,Female,0,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,23.9,97.5,0.7966666666666666
7356-IWLFW,,Male,0,,,46,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Bank transfer (automatic),80.0,3769.7,2.6666666666666665
7359-PTSXY,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.75,45.75,1.525
7359-SSBJK,,Female,1,,,64,,,DSL,Yes,Yes,No,Yes,Yes,No,Two year,,Credit card (automatic),70.2,4481,2.3400000000000003
7359-WWYJV,,Male,0,,,72,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),114.45,8375.05,3.815
7361-YPXFS,,Female,1,,,28,,,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,,Bank transfer (automatic),64.45,1867.6,2.1483333333333334
7363-QTBIW,,Female,0,,,9,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,79.75,769.1,2.658333333333333
7365-BVCJH,,Male,0,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,24.4,24.4,0.8133333333333332
7369-TRPFD,,Male,0,,,19,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,18.8,279.2,0.6266666666666667
7372-IVBIM,,Male,0,,,4,,,DSL,No,No,No,Yes,No,Yes,Month-to-month,,Credit card (automatic),61.45,229.55,2.0483333333333333
7375-WMVMT,,Male,1,,,71,,,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,,Credit card (automatic),95.5,6707.15,3.183333333333333
7377-DMMRI,,Male,0,,,2,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Electronic check,47.8,92.45,1.5933333333333333
7379-FNIUJ,,Male,0,,,2,,,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,100.2,198.5,3.3400000000000003
7379-POKDZ,,Male,0,,,3,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.3,208.85,2.3433333333333333
7382-DFJTU,,Male,0,,,18,,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Credit card (automatic),55.2,1058.1,1.84
7384-GHBPI,,Male,0,,,3,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Electronic check,35.15,99.75,1.1716666666666666
7389-KBFIT,,Female,0,,,2,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,30.25,63.75,1.0083333333333333
7392-YYPYJ,,Male,0,,,22,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,100.65,2415.95,3.355
7394-FKDNK,,Female,0,,,9,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,89.45,853.1,2.981666666666667
7394-LWLYN,,Female,0,,,2,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.15,123.8,2.3383333333333334
7395-IGJOS,,Male,1,,,17,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),81.5,1329.2,2.716666666666667
7395-XWZOY,,Male,0,,,20,,,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,,Credit card (automatic),55.0,1165.55,1.8333333333333333
7396-VJUZB,,Male,0,,,4,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,45.25,155.35,1.5083333333333333
7398-HPYZQ,,Male,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),90.55,6404,3.018333333333333
7398-LXGYX,,Male,0,,,44,,,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,,Credit card (automatic),84.8,3626.35,2.8266666666666667
7398-SKNQZ,,Female,0,,,3,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,94.9,273.2,3.1633333333333336
7399-QHBJS,,Female,0,,,72,,,DSL,Yes,Yes,No,Yes,No,No,Two year,,Credit card (automatic),66.75,4760.3,2.225
7401-JIXNM,,Female,0,,,54,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),91.3,4965,3.0433333333333334
7401-RUBNK,,Female,0,,,18,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,74.8,1438.05,2.493333333333333
7402-EYFXX,,Male,1,,,26,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,93.6,2404.1,3.1199999999999997
7402-PWYJJ,,Female,0,,,53,,,Fiber optic,No,No,No,Yes,No,Yes,One year,,Electronic check,91.15,4862.5,3.0383333333333336
7404-JLKQG,,Female,0,,,3,,,DSL,No,No,Yes,No,Yes,No,Month-to-month,,Electronic check,57.55,161.45,1.9183333333333332
7407-SUJIZ,,Male,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.6,541.5,0.6866666666666668
7408-OFWXJ,,Female,0,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),89.8,6510.45,2.993333333333333
7409-JURKQ,,Female,0,,,53,,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),111.8,5809.75,3.7266666666666666
7409-KIUTL,,Female,1,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,71.0,71,2.3666666666666667
7410-KTVFV,,Male,0,,,18,,,DSL,No,No,Yes,No,No,No,Month-to-month,,Mailed check,49.55,878.35,1.6516666666666666
7410-OIEDU,,Male,0,,,10,,,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,,Mailed check,79.85,887.35,2.6616666666666666
7410-YTJIK,,Female,0,,,7,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,75.45,480.75,2.515
7416-CKTEP,,Female,0,,,57,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.6,1134.25,0.6533333333333334
7421-ZLUPA,,Female,0,,,8,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,29.25,226.95,0.975
7422-WNBTY,,Male,0,,,33,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,93.35,3092,3.1116666666666664
7426-GSWPO,,Male,1,,,64,,,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),103.5,6548.65,3.45
7426-RHZGU,,Male,0,,,9,,,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Bank transfer (automatic),95.9,827.45,3.1966666666666668
7426-WEIJX,,Male,1,,,60,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,80.95,4859.1,2.6983333333333333
7427-AUFPY,,Male,0,,,54,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.65,1008.7,0.6549999999999999
7432-FFVAR,,Female,0,,,46,,,Fiber optic,No,No,Yes,Yes,No,Yes,One year,,Bank transfer (automatic),90.95,4236.6,3.0316666666666667
7432-XWSQO,,Female,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Electronic check,90.1,6310.9,3.003333333333333
